2783.8001027960736 5549.299543744943
2801.0351401856756 5524.7064570926705
2798.3976826722396 5525.164349682869
2813.261891048288 5520.141598690511
2810.6601433367514 5520.9335613602925
2817.7462189800663 5516.3669099561375
2808.0326016157546 5521.346951058837
2784.0684983296137 5540.111791265219
2792.7108852006622 5529.326701068761
2790.100087749783 5532.804117724905
2780.341228483235 5551.03197680531
2785.645901974222 5537.309312969377
2793.5004643620837 5529.123301858886
2791.2766069123973 5531.253793896571
2806.513620556059 5521.5893216106815
2789.3952383655824 5534.024099414415
2805.866212903751 5522.419842813657
2823.2168997702584 5513.9232490328695
2814.7170519035017 5520.002025783144
Elapsed time (seconds): 4869.017844676971
