Directorio,L_mut,F_mut,Prob_cross,Media
/home/mery/Desktop/SNPS/00,-20,10,40,1.0
/home/mery/Desktop/SNPS/01,-20,10,40,1.0
/home/mery/Desktop/SNPS/00,20,10,40,0.8000000000000002
/home/mery/Desktop/SNPS/01,20,10,40,0.8000000000000002
/home/mery/Desktop/SNPS/01,10,10,40,0.39999999999999997
/home/mery/Desktop/SNPS/00,10,10,40,0.10000000000000002
