2769.654069366131 5551.095798591037
2776.892250214396 5529.774012347401
2778.231175996509 5528.395963762045
2774.4202420989122 5535.883689717824
2776.818249272333 5531.622386898426
2780.7774561201613 5526.943465619402
Elapsed time (seconds): 2024.6870691776276
