2778.231175996509 5528.395963762045
2778.3498371388196 5526.898180673184
2776.510952487513 5542.4443062621995
2776.892250214396 5529.774012347401
2769.654069366131 5551.095798591037
2776.818249272333 5531.622386898426
Elapsed time (seconds): 1756.419950723648
