2769.654069366131 5551.095798591037
2776.892250214396 5529.774012347401
2778.231175996509 5528.395963762045
2780.766531982225 5527.473797751033
2776.818249272333 5531.622386898426
2774.7424825153707 5540.375956452459
Elapsed time (seconds): 2177.3073918819427
