2778.231175996509 5528.395963762045
2776.892250214396 5529.774012347401
2780.766531982225 5527.473797751033
2776.818249272333 5531.622386898426
2769.654069366131 5551.095798591037
2774.7424825153707 5540.375956452459
2780.7774561201613 5526.943465619402
Elapsed time (seconds): 2090.2479832172394
